name,age,height,position,foot,current club,09/10 date,09/10 left,09/10 joined,09/10 mv,09/10 fee,10/11 date,10/11 left,10/11 joined,10/11 mv,10/11 fee,11/12 date,11/12 left,11/12 joined,11/12 mv,11/12 fee,12/13 date,12/13 left,12/13 joined,12/13 mv,12/13 fee,15/16 date,15/16 left,15/16 joined,15/16 mv,15/16 fee,17/18 date,17/18 left,17/18 joined,17/18 mv,17/18 fee,current league,01/02 date,01/02 left,01/02 joined,01/02 mv,01/02 fee,06/07 date,06/07 left,06/07 joined,06/07 mv,06/07 fee,14/15 date,14/15 left,14/15 joined,14/15 mv,14/15 fee,16/17 date,16/17 left,16/17 joined,16/17 mv,16/17 fee,03/04 date,03/04 left,03/04 joined,03/04 mv,03/04 fee,04/05 date,04/05 left,04/05 joined,04/05 mv,04/05 fee,05/06 date,05/06 left,05/06 joined,05/06 mv,05/06 fee,07/08 date,07/08 left,07/08 joined,07/08 mv,07/08 fee,08/09 date,08/09 left,08/09 joined,08/09 mv,08/09 fee,13/14 date,13/14 left,13/14 joined,13/14 mv,13/14 fee,19/20 date,19/20 left,19/20 joined,19/20 mv,19/20 fee,18/19 mv,18/19 date,18/19 left,18/19 joined,18/19 fee,02/03 date,02/03 left,02/03 joined,02/03 mv,02/03 fee,98/99 date,98/99 left,98/99 joined,98/99 mv,98/99 fee,99/00 date,99/00 left,99/00 joined,99/00 mv,99/00 fee,00/01 date,00/01 left,00/01 joined,00/01 mv,00/01 fee,97/98 date,97/98 left,97/98 joined,97/98 mv,97/98 fee
Alexandre Lacazette,28,176.0,Forward - Centre-Forward,right,Arsenal FC,"Jul 1, 2009",Olymp. Lyon B,Olympique Lyon,0,0,,,,,,,,,,,,,,,,,,,,,"Jul 5, 2017",Olympique Lyon,Arsenal,"40,00 mil. €","53,00 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Olymp. Lyon U19,Olymp. Lyon B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre-Emerick Aubameyang,30,187.0,Forward - Centre-Forward,right,Arsenal FC,"Jun 30, 2010Jul 1, 2009",LOSC LilleAC Milan,AC MilanLOSC Lille,,End of loanLoan,"Jan 31, 2011Jan 30, 2011Jul 6, 2010",AC MilanMonacoAC Milan,Saint-ÉtienneAC MilanMonaco,,LoanEnd of loanLoan,"Jan 1, 2012Dec 31, 2011",AC MilanSaint-Étienne,Saint-ÉtienneAC Milan,,"1,80 mil. €End of loan",,,,,,,,,,,"Jan 31, 2018",Bor. Dortmund,Arsenal,,"63,75 mil. €",Premier League,,,,,,"Jan 1, 2007",SC Bastia U19,Milan U19,,?,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2005",FC Rouen U19,SC Bastia U19,,?,,,,,,"Jun 30, 2009Jul 1, 2008",DijonMilan U19,AC MilanDijon,,End of loanLoan,"Jul 4, 2013",Saint-Étienne,Bor. Dortmund,,"13,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Pickford,25,185.0,Goalkeeper,left,Everton FC,,,,,,,,,,,"May 31, 2012Jan 1, 2012",DarlingtonSunderland U18,Sunderland U18Darlington,0,,"Mar 26, 2013Feb 26, 2013Jul 1, 2012",AlfretonSunderlandSunderland U18,SunderlandAlfretonSunderland,0,,"Jan 1, 2016Jul 31, 2015",Preston NESunderland,SunderlandPreston NE,500 K €250 K €,,"Jul 1, 2017",Sunderland,Everton,"15,00 mil. €",,Premier League,,,,,,,,,,,"Mar 9, 2015Jul 21, 2014",BradfordSunderland,SunderlandBradford,250 K €250 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Feb 8, 2014Nov 22, 2013Aug 2, 2013",Carlisle UnitedSunderlandBurton AlbionSunderland,SunderlandCarlisle UnitedSunderlandBurton Albion,250 K €250 K €150 K €150 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Lössl,30,195.0,Goalkeeper,right,Everton FC,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2018Jul 1, 2017",Huddersfield1.FSV Mainz 05,1.FSV Mainz 05Huddersfield,"5,00 mil. €1,50 mil. €",End of loanLoan,Premier League,,,,,,"Jul 1, 2006",FC Midtjylland,Midtjylland U19,0,0,"Jul 1, 2014",FC Midtjylland,Guingamp,750 K €,500 K €,"Jul 1, 2016",Guingamp,1.FSV Mainz 05,"2,50 mil. €","2,50 mil. €",,,,,,"Jul 1, 2004",Kolding IF Y,FC Midtjylland,0,Free transfer,,,,,,,,,,,"Jul 1, 2008",Midtjylland U19,FC Midtjylland,50 K €,0,,,,,,"Jul 1, 2019",Huddersfield,Everton,"5,00 mil. €",Free transfer,"5,00 mil. €","Jul 1, 2018",1.FSV Mainz 05,Huddersfield,"2,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Stekelenburg,37,197.0,Goalkeeper,right,Everton FC,,,,,,,,,,,"Aug 1, 2011",Ajax,AS Roma,"11,00 mil. €","7,33 mil. €",,,,,,"May 31, 2016Jul 1, 2015",SouthamptonFulham,FulhamSouthampton,"1,00 mil. €1,00 mil. €",End of loanLoan,,,,,,Premier League,"Jul 1, 2001",Ajax U19,Ajax,0.0,0,,,,,,"Jun 30, 2015Aug 9, 2014",MonacoFulham,FulhamMonaco,"1,00 mil. €5,00 mil. €",End of loanLoan,"Jul 1, 2016",Fulham,Everton,"1,00 mil. €","1,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",AS Roma,Fulham,"5,50 mil. €","5,60 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 1999",Ajax U17,Ajax U19,0.0,0,,,,,,,,,,
Michael Keane,26,188.0,Defender - Centre-Back,right,Everton FC,,,,,,"Jan 11, 2011",Man Utd U18,Man Utd,0,0,,,,,,"May 14, 2013Nov 6, 2012",LeicesterMan Utd,Man UtdLeicester,0,End of loanLoan,,,,,,"Jul 3, 2017",Burnley,Everton,"18,00 mil. €","28,50 mil. €",Premier League,,,,,,,,,,,"Jan 12, 2015Jan 11, 2015Sep 1, 2014",Man UtdBurnleyMan Utd,BurnleyMan UtdBurnley,500 K €500 K €500 K €,"2,56 mil. €End of loanLoan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 5, 2014Mar 7, 2014Jan 29, 2014Nov 28, 2013",BlackburnMan UtdDerbyMan Utd,Man UtdBlackburnMan UtdDerby,500 K €500 K €500 K €300 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yerry Mina,25,195.0,Defender - Centre-Back,right,Everton FC,,,,,,,,,,,,,,,,"Jan 1, 2013",Pasto U20,Deportivo Pasto,0,0,"May 1, 2016",Indep. Santa Fe,Palmeiras,650 K €,"3,20 mil. €","Jan 11, 2018",Palmeiras,FC Barcelona,"9,00 mil. €","11,80 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2014",Deportivo Pasto,Indep. Santa Fe,0,?,,,,,,"20,00 mil. €","Aug 9, 2018",FC Barcelona,Everton,"30,25 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Mason Holgate,22,187.0,Defender - Centre-Back,right,Everton FC,,,,,,,,,,,,,,,,,,,,,"Aug 13, 2015",Barnsley FC,Everton,75 K €,"1,40 mil. €",,,,,,Premier League,,,,,,,,,,,"Sep 25, 2014",Barnsley U18,Barnsley FC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,00 mil. €7,00 mil. €","May 31, 2019Jan 1, 2019",West BromEverton,EvertonWest Brom,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Digne,26,178.0,Defender - Left-Back,left,Everton FC,,,,,,"Jul 1, 2010",LOSC Lille U19,LOSC Lille B,0,0,"Jul 1, 2011",LOSC Lille B,LOSC Lille,0,0,,,,,,"Jun 30, 2016Aug 26, 2015",AS RomaParis SG,Paris SGAS Roma,"12,00 mil. €10,00 mil. €","End of loanLoan fee:2,50 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 13, 2016",Paris SG,FC Barcelona,"12,00 mil. €","16,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 17, 2013",LOSC Lille,Paris SG,"10,00 mil. €","15,00 mil. €",,,,,,"15,00 mil. €","Aug 1, 2018",FC Barcelona,Everton,"20,20 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Leighton Baines,34,170.0,Defender - Left-Back,left,Everton FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 7, 2007",Wigan,Everton,"7,50 mil. €","7,50 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2002",Wigan U18,Wigan,0.0,0,,,,,,,,,,,,,,,,,,,,
Seamus Coleman,31,177.0,Defender - Right-Back,right,Everton FC,"May 31, 2010Mar 19, 2010",BlackpoolEverton,EvertonBlackpool,"1,00 mil. €1,00 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",St. Catherines,Sligo Rovers,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2009",Sligo Rovers,Everton,125 K €,70 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibril Sidibé,27,182.0,Defender - Right-Back,right,Everton FC,,,,,,"Feb 21, 2011Jul 1, 2010",ES Troyes AC BES Troyes AC U19,TroyesES Troyes AC B,0,0,,,,,,"Jul 24, 2012",Troyes,LOSC Lille,"1,75 mil. €","2,50 mil. €",,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 8, 2016",LOSC Lille,Monaco,"4,00 mil. €","15,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 7, 2019",Monaco,Everton,"15,00 mil. €","Loan fee:2,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuco Martina,30,185.0,Defender - Right-Back,right,Everton FC,,,,,,,,,,,"Jul 1, 2011",RBC Roosendaal,RKC Waalwijk,100 K €,Free transfer,,,,,,"Jul 7, 2015",FC Twente,Southampton,"1,25 mil. €","1,50 mil. €","Jul 17, 2017",Southampton,Everton,"2,00 mil. €",Free transfer,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2007",SC Feyen. U19,Roosendaal II,0,Free transfer,"Jan 1, 2009",Roosendaal II,RBC Roosendaal,50 K €,0,"Jul 30, 2013",RKC Waalwijk,FC Twente,600 K €,350 K €,,,,,,"1,50 mil. €2,50 mil. €2,50 mil. €2,50 mil. €","Jun 30, 2019Jan 31, 2019Jan 30, 2019Aug 17, 2018",FeyenoordEvertonStoke CityEverton,EvertonFeyenoordEvertonStoke City,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Philippe Gbamin,24,186.0,Midfielder - Defensive Midfield,right,Everton FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 13, 2016",Lens,1.FSV Mainz 05,"2,50 mil. €","5,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",RC Lens U19,Lens,0,0,"Aug 2, 2019",1.FSV Mainz 05,Everton,"28,00 mil. €","25,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Schneiderlin,29,186.0,Midfielder - Defensive Midfield,right,Everton FC,,,,,,,,,,,,,,,,,,,,,"Jul 13, 2015",Southampton,Man Utd,"28,00 mil. €","35,00 mil. €",,,,,,Premier League,,,,,,"Jul 1, 2006",Strasbourg U19,R. Strasbourg B,0,0,,,,,,"Jan 12, 2017",Man Utd,Everton,"28,00 mil. €","22,90 mil. €",,,,,,,,,,,"Jul 1, 2005",Strasbourg U17,Strasbourg U19,0,0,"Jul 1, 2007",R. Strasbourg B,R. Strasbourg,0,0,"Jul 1, 2008",R. Strasbourg,Southampton,"1,20 mil. €","1,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Gomes,26,188.0,Midfielder - Central Midfield,right,Everton FC,,,,,,"Jul 1, 2010",Boavista U17,Boavista U19,0,0,"Jul 1, 2011",Boavista U19,Benfica U19,0,Free transfer,"Jul 1, 2012",Benfica U19,Benfica,0,0,"Jul 1, 2015",Benfica,Valencia,"20,00 mil. €","20,00 mil. €",,,,,,Premier League,,,,,,"Jul 1, 2006",FC Porto Youth,FC Porto U15,0,0,"Jun 30, 2015Jul 17, 2014",ValenciaBenfica,BenficaValencia,"15,00 mil. €5,00 mil. €",End of loanLoan,"Jul 21, 2016",Valencia,FC Barcelona,"30,00 mil. €","37,00 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",FC Porto U15,Boavista U17,0,?,,,,,,"Jul 1, 2019",FC Barcelona,Everton,"28,00 mil. €","25,00 mil. €","28,00 mil. €15,00 mil. €","Jun 30, 2019Aug 9, 2018",EvertonFC Barcelona,FC BarcelonaEverton,"End of loanLoan fee:2,25 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Delph,29,174.0,Midfielder - Central Midfield,left,Everton FC,"Aug 4, 2009",Leeds,Aston Villa,100 K €,"9,50 mil. €",,,,,,"Feb 16, 2012Jan 20, 2012",LeedsAston Villa,Aston VillaLeeds,"3,50 mil. €3,50 mil. €",End of loanLoan,,,,,,"Jul 17, 2015",Aston Villa,Man City,"10,00 mil. €","11,50 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Leeds U18,Leeds,100 K €,0,,,,,,"Jul 15, 2019",Man City,Everton,"15,00 mil. €","9,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Davies,21,180.0,Midfielder - Central Midfield,right,Everton FC,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,Premier League,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beni Baningime,21,,Midfielder - Central Midfield,,Everton FC,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",Everton FC Yout,Everton U18,0,0,"Jan 1, 2018",Everton U23,Everton,0,0,Premier League,,,,,,,,,,,,,,,,"Jan 1, 2017",Everton U18,Everton U23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,50 mil. €2,50 mil. €","May 31, 2019Jan 31, 2019",WiganEverton,EvertonWigan,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Gylfi Sigurdsson,30,186.0,Midfielder - Attacking Midfield,right,Everton FC,,,,,,"Aug 31, 2010",Reading,TSG Hoffenheim,,"5,20 mil. €","Jun 30, 2012Jan 2, 2012",SwanseaTSG Hoffenheim,TSG HoffenheimSwansea,,End of loanLoan fee:500 K €,"Jul 4, 2012",TSG Hoffenheim,Spurs,,"10,00 mil. €",,,,,,"Aug 16, 2017",Swansea,Everton,,"49,40 mil. €",Premier League,,,,,,,,,,,"Jul 23, 2014",Spurs,Swansea,,"10,10 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2005",Breidablik U19,Reading U18,,Free transfer,"Jul 1, 2007",Reading U18,Reading,,0,"May 1, 2009Feb 1, 2009Nov 1, 2008Oct 1, 2008",Crewe AlexandraReadingShrewsburyReading,ReadingCrewe AlexandraReadingShrewsbury,,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richarlison,22,179.0,Forward - Left Winger,right,Everton FC,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2016",América-MG,Fluminense,700 K €,"2,38 mil. €","Aug 8, 2017",Fluminense,Watford,"2,00 mil. €","12,40 mil. €",Premier League,,,,,,,,,,,"May 1, 2015",América-MG U20,América-MG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,00 mil. €","Jul 24, 2018",Watford,Everton,"39,20 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Alex Iwobi,23,183.0,Forward - Left Winger,right,Everton FC,,,,,,,,,,,,,,,,"Jul 1, 2012",Arsenal FC Yout,Arsenal U18,0,0,"Jul 1, 2015",Arsenal U21,Arsenal,0,0,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Arsenal U18,Arsenal U21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 8, 2019",Arsenal,Everton,"25,00 mil. €","30,40 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard,27,164.0,Forward - Left Winger,right,Everton FC,,,,,,"Jan 1, 2011Dec 1, 2010Aug 1, 2010",Atlético-MG BDemocrataAtlético-MG B,Atlético-MGAtlético-MG BDemocrata,0,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 8, 2013",Atlético-MG,Shakhtar D.,"10,00 mil. €",,,,,,,"16,00 mil. €","Aug 9, 2018",Shakhtar D.,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Walcott,30,175.0,Forward - Right Winger,both,Everton FC,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 17, 2018",Arsenal,Everton,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 20, 2006Jul 1, 2005",SouthamptonSouthampton U18,ArsenalSouthampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moise Kean,19,183.0,Forward - Centre-Forward,right,Everton FC,,,,,,,,,,,"Jul 1, 2011",Torino FC Youth,Juventus Youth,0,,,,,,,"Jul 1, 2015",Juventus Youth,Juventus U17,0,,"Jun 30, 2018Aug 31, 2017Jul 1, 2017",Hellas VeronaJuventusJuventus U19,JuventusHellas VeronaJuventus,"12,00 mil. €1,50 mil. €1,50 mil. €",,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Juventus U17,Juventus U19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 4, 2019",Juventus,Everton,"40,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Calvert-Lewin,22,187.0,Forward - Centre-Forward,right,Everton FC,,,,,,,,,,,,,,,,,,,,,"Jan 3, 2016Aug 7, 2015",Northampt. TownSheffield Utd.,Sheffield Utd.Northampt. Town,0,,,,,,,Premier League,,,,,,,,,,,"Feb 3, 2015Dec 23, 2014Jul 1, 2014",Stalybridge Celtic FCSheffield Utd.Sheff Utd U18,Sheffield Utd.Stalybridge Celtic FCSheffield Utd.,0,,"Aug 31, 2016",Sheffield Utd.,Everton,100 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cenk Tosun,28,183.0,Forward - Centre-Forward,right,Everton FC,"Jul 1, 2009",Frankfurt U19,E. Frankfurt,0,0,"Jan 29, 2011",E. Frankfurt,Gaziantepspor,400 K €,550 K €,,,,,,,,,,,,,,,,"Jan 5, 2018",Besiktas,Everton,"10,50 mil. €","22,50 mil. €",Premier League,,,,,,,,,,,"Jul 1, 2014",Gaziantepspor,Besiktas,"6,00 mil. €",Free transfer,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2007",Frankfurt U17,Frankfurt U19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oumar Niasse,29,182.0,Forward - Centre-Forward,right,Everton FC,,,,,,,,,,,"Feb 20, 2012",US Ouakam,SK Brann,0,Loan,"Jul 10, 2012",SK Brann,US Ouakam,50 K €,End of loan,"Feb 1, 2016",Loko Moscow,Everton,"10,00 mil. €","17,90 mil. €",,,,,,Premier League,,,,,,,,,,,"Jul 28, 2014",Akhisar Belediye,Loko Moscow,"4,00 mil. €","5,50 mil. €","May 31, 2017Jan 13, 2017",Hull CityEverton,EvertonHull City,"9,00 mil. €12,00 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 15, 2013",US Ouakam,Akhisar Belediye,50 K €,250 K €,,,,,,"6,00 mil. €7,00 mil. €","Jun 30, 2019Jan 18, 2019",CardiffEverton,EvertonCardiff,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Kasper Schmeichel,32,189.0,Goalkeeper,right,Leicester City,"Aug 14, 2009",Man City,Notts County,"1,00 mil. €","1,75 mil. €","Jul 1, 2010",Notts County,Leeds,"1,00 mil. €",Free transfer,"Jul 1, 2011",Leeds,Leicester,"1,00 mil. €","1,68 mil. €",,,,,,,,,,,,,,,,Premier League,,,,,,"May 1, 2007Jan 11, 2007Nov 30, 2006Aug 23, 2006",Falkirk FCMan CityBuryMan City,Man CityFalkirk FCMan CityBury,250 K €250 K €250 K €250 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,"Jan 1, 2004",Man City U18,Man City,0.0,0,,,,,,"May 31, 2006Feb 21, 2006Jan 31, 2006Jan 13, 2006",BuryMan CityDarlingtonMan City,Man CityBuryMan CityDarlington,250 K €250 K €250 K €250 K €,End of loanLoanEnd of loanLoan,"May 31, 2008Mar 13, 2008Jan 2, 2008Oct 25, 2007",CoventryMan CityCardiffMan City,Man CityCoventryMan CityCardiff,"1,00 mil. €1,00 mil. €500 K €500 K €",End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ward,26,191.0,Goalkeeper,right,Leicester City,,,,,,"Apr 11, 2011Mar 11, 2011Jul 1, 2010",TamworthWrexhamWrexham U18,WrexhamTamworthWrexham,0,,"Jan 30, 2012",Wrexham,Liverpool,0,,,,,,,"Jan 10, 2016Jul 1, 2015",Aberdeen FCLiverpool,LiverpoolAberdeen FC,350 K €250 K €,,,,,,,Premier League,,,,,,,,,,,"Apr 20, 2015Mar 20, 2015",Morecambe FCLiverpool,LiverpoolMorecambe FC,250 K €250 K €,,"May 31, 2017Jul 11, 2016",HuddersfieldLiverpool,LiverpoolHuddersfield,"1,50 mil. €1,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,50 mil. €","Jul 20, 2018",Liverpool,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Jakupovic,35,191.0,Goalkeeper,right,Leicester City,"Jan 1, 2010",Loko Moscow,Without Club,"1,25 mil. €",0,"Jul 1, 2010",Without Club,Olymp. Volou,"1,25 mil. €",0,"Aug 1, 2011",Olymp. Volou,Aris Saloniki,"1,25 mil. €",Free transfer,"Jul 9, 2012",Aris Saloniki,Hull City,750 K €,Free transfer,,,,,,"Jul 19, 2017",Hull City,Leicester,"1,00 mil. €","2,30 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2003",GC Zürich U21,Grasshoppers,0.0,0,,,,,,"Jan 1, 2006Dec 1, 2005Jul 1, 2005",GrasshoppersFC ThunGrasshoppers,Loko MoscowGrasshoppersFC Thun,750 K €750 K €500 K €,"2,00 mil. €End of loanLoan","Aug 1, 2007",Loko Moscow,Grasshoppers,"1,00 mil. €",Loan,"Jun 30, 2009",Grasshoppers,Loko Moscow,"1,50 mil. €",End of loan,"Mar 27, 2014Feb 13, 2014Jan 29, 2014Jan 8, 2014",Leyton OrientHull CityLeyton OrientHull City,Hull CityLeyton OrientHull CityLeyton Orient,500 K €500 K €500 K €500 K €,End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caglar Söyüncü,23,187.0,Defender - Centre-Back,right,Leicester City,,,,,,,,,,,"Oct 7, 2011",Menemen Yth,Bucaspor Yth,0,Free transfer,"Jan 3, 2013",Bucaspor Yth,B. Yesiltepe,0,Free transfer,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Aliaga FK,Altinordu,0,Free transfer,"Jul 1, 2016",Altinordu,SC Freiburg,"1,00 mil. €","2,65 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,00 mil. €","Aug 9, 2018",SC Freiburg,Leicester,"21,10 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Jonny Evans,31,188.0,Defender - Centre-Back,both,Leicester City,,,,,,,,,,,,,,,,,,,,,"Aug 29, 2015",Man Utd,West Brom,"6,00 mil. €",,,,,,,Premier League,,,,,,"May 7, 2007Jan 1, 2007Dec 1, 2006Aug 1, 2006Jul 1, 2006",SunderlandMan UtdRoyal AntwerpMan UtdMan Utd U18,Man UtdSunderlandMan UtdRoyal AntwerpMan Utd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 12, 2008Jan 4, 2008",SunderlandMan Utd,Man UtdSunderland,500 K €500 K €,,,,,,,,,,,,,,,,,"15,00 mil. €","Jul 1, 2018",West Brom,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,
Filip Benkovic,22,194.0,Defender - Centre-Back,right,Leicester City,,,,,,,,,,,,,,,,"Jul 1, 2012",D. Zagreb Yth.,Din. Zagreb U17,0,0,"Jul 1, 2015",Din. Zagreb U19,Dinamo Zagreb,0,0,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Din. Zagreb U17,Din. Zagreb U19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,00 mil. €11,00 mil. €11,00 mil. €","Jun 30, 2019Aug 31, 2018Aug 9, 2018",CelticLeicesterDinamo Zagreb,LeicesterCelticLeicester,"End of loanLoan14,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Wes Morgan,35,186.0,Defender - Centre-Back,right,Leicester City,,,,,,,,,,,"Jan 30, 2012",Nottm Forest,Leicester,"1,30 mil. €",,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 1, 2003Feb 1, 2003Jul 1, 2002",KidderminsterNottm ForestNottingham U18,Nottm ForestKidderminsterNottm Forest,0.0,,,,,,,,,,,,,,,,,,,,,
Ben Chilwell,22,178.0,Defender - Left-Back,left,Leicester City,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,Premier League,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
